Date,Open,High,Low,Close,Adj Close,Volume,company_name
2021-03-15,121.41000366210938,124.0,120.41999816894531,123.98999786376953,121.86478424072266,92403800,APPLE
2021-03-16,125.69999694824219,127.22000122070312,124.72000122070312,125.56999969482422,123.4177017211914,115227900,APPLE
2021-03-17,124.05000305175781,125.86000061035156,122.33999633789062,124.76000213623047,122.62158966064453,111932600,APPLE
2021-03-18,122.87999725341797,123.18000030517578,120.31999969482422,120.52999877929688,118.46408081054688,121229700,APPLE
2021-03-19,119.9000015258789,121.43000030517578,119.68000030517578,119.98999786376953,117.93333435058594,185549500,APPLE
2021-03-22,120.33000183105469,123.87000274658203,120.26000213623047,123.38999938964844,121.27506256103516,111912300,APPLE
2021-03-23,123.33000183105469,124.23999786376953,122.13999938964844,122.54000091552734,120.43964385986328,95467100,APPLE
2021-03-24,122.81999969482422,122.9000015258789,120.06999969482422,120.08999633789062,118.03163146972656,88530500,APPLE
2021-03-25,119.54000091552734,121.66000366210938,119.0,120.58999633789062,118.52306365966797,98844700,APPLE
2021-03-26,120.3499984741211,121.4800033569336,118.91999816894531,121.20999908447266,119.13243865966797,94071200,APPLE
2021-03-29,121.6500015258789,122.58000183105469,120.7300033569336,121.38999938964844,119.3093490600586,80819200,APPLE
2021-03-30,120.11000061035156,120.4000015258789,118.86000061035156,119.9000015258789,117.84487915039062,85671900,APPLE
2021-03-31,121.6500015258789,123.5199966430664,121.1500015258789,122.1500015258789,120.05632019042969,118323800,APPLE
2021-04-01,123.66000366210938,124.18000030517578,122.48999786376953,123.0,120.89176177978516,75089100,APPLE
2021-04-05,123.87000274658203,126.16000366210938,123.06999969482422,125.9000015258789,123.7420425415039,88651200,APPLE
2021-04-06,126.5,127.12999725341797,125.6500015258789,126.20999908447266,124.04673767089844,80171300,APPLE
2021-04-07,125.83000183105469,127.91999816894531,125.13999938964844,127.9000015258789,125.70777130126953,83466700,APPLE
2021-04-08,128.9499969482422,130.38999938964844,128.52000427246094,130.36000061035156,128.1256103515625,88844600,APPLE
2021-04-09,129.8000030517578,133.0399932861328,129.47000122070312,133.0,130.72035217285156,106686700,APPLE
2021-04-12,132.52000427246094,132.85000610351562,130.6300048828125,131.24000549316406,128.9905242919922,91420000,APPLE
2021-04-13,132.44000244140625,134.66000366210938,131.92999267578125,134.42999267578125,132.1258087158203,91266500,APPLE
2021-04-14,134.94000244140625,135.0,131.66000366210938,132.02999877929688,129.7669677734375,87222800,APPLE
2021-04-15,133.82000732421875,135.0,133.63999938964844,134.5,132.1946563720703,89347100,APPLE
2021-04-16,134.3000030517578,134.6699981689453,133.27999877929688,134.16000366210938,131.8604736328125,84922400,APPLE
2021-04-19,133.50999450683594,135.47000122070312,133.33999633789062,134.83999633789062,132.52877807617188,94264200,APPLE
2021-04-20,135.02000427246094,135.52999877929688,131.80999755859375,133.11000061035156,130.8284454345703,94812300,APPLE
2021-04-21,132.36000061035156,133.75,131.3000030517578,133.5,131.21176147460938,68847100,APPLE
2021-04-22,133.0399932861328,134.14999389648438,131.41000366210938,131.94000244140625,129.6785125732422,84566500,APPLE
2021-04-23,132.16000366210938,135.1199951171875,132.16000366210938,134.32000732421875,132.0177459716797,78657500,APPLE
2021-04-26,134.8300018310547,135.05999755859375,133.55999755859375,134.72000122070312,132.41087341308594,66905100,APPLE
2021-04-27,135.00999450683594,135.41000366210938,134.11000061035156,134.38999938964844,132.08653259277344,66015800,APPLE
2021-04-28,134.30999755859375,135.02000427246094,133.0800018310547,133.5800018310547,131.29042053222656,107760100,APPLE
2021-04-29,136.47000122070312,137.07000732421875,132.4499969482422,133.47999572753906,131.1920928955078,151101000,APPLE
2021-04-30,131.77999877929688,133.55999755859375,131.07000732421875,131.4600067138672,129.20675659179688,109839500,APPLE
2021-05-03,132.0399932861328,134.07000732421875,131.8300018310547,132.5399932861328,130.2681884765625,75135100,APPLE
2021-05-04,131.19000244140625,131.49000549316406,126.69999694824219,127.8499984741211,125.65860748291016,137564700,APPLE
2021-05-05,129.1999969482422,130.4499969482422,127.97000122070312,128.10000610351562,125.90434265136719,84000900,APPLE
2021-05-06,127.88999938964844,129.75,127.12999725341797,129.74000549316406,127.51622772216797,78128300,APPLE
2021-05-07,130.85000610351562,131.25999450683594,129.47999572753906,130.2100067138672,128.195556640625,78973300,APPLE
2021-05-10,129.41000366210938,129.5399932861328,126.80999755859375,126.8499984741211,124.88751220703125,88071200,APPLE
2021-05-11,123.5,126.2699966430664,122.7699966430664,125.91000366210938,123.96208190917969,126142800,APPLE
2021-05-12,123.4000015258789,124.63999938964844,122.25,122.7699966430664,120.87065124511719,112172300,APPLE
2021-05-13,124.58000183105469,126.1500015258789,124.26000213623047,124.97000122070312,123.03662872314453,105861300,APPLE
2021-05-14,126.25,127.88999938964844,125.8499984741211,127.44999694824219,125.4782485961914,81918000,APPLE
2021-05-17,126.81999969482422,126.93000030517578,125.16999816894531,126.2699966430664,124.3165054321289,74244600,APPLE
2021-05-18,126.55999755859375,126.98999786376953,124.77999877929688,124.8499984741211,122.9184799194336,63342900,APPLE
2021-05-19,123.16000366210938,124.91999816894531,122.86000061035156,124.69000244140625,122.76094818115234,92612000,APPLE
2021-05-20,125.2300033569336,127.72000122070312,125.0999984741211,127.30999755859375,125.34041595458984,76857100,APPLE
2021-05-21,127.81999969482422,128.0,125.20999908447266,125.43000030517578,123.489501953125,79295400,APPLE
2021-05-24,126.01000213623047,127.94000244140625,125.94000244140625,127.0999984741211,125.13365173339844,63092900,APPLE
2021-05-25,127.81999969482422,128.32000732421875,126.31999969482422,126.9000015258789,124.93675994873047,72009500,APPLE
2021-05-26,126.95999908447266,127.38999938964844,126.41999816894531,126.8499984741211,124.88751220703125,56575900,APPLE
2021-05-27,126.44000244140625,127.63999938964844,125.08000183105469,125.27999877929688,123.3418197631836,94625600,APPLE
2021-05-28,125.56999969482422,125.80000305175781,124.55000305175781,124.61000061035156,122.68219757080078,71311100,APPLE
2021-06-01,125.08000183105469,125.3499984741211,123.94000244140625,124.27999877929688,122.35729217529297,67637100,APPLE
2021-06-02,124.27999877929688,125.23999786376953,124.05000305175781,125.05999755859375,123.1252212524414,59278900,APPLE
2021-06-03,124.68000030517578,124.8499984741211,123.12999725341797,123.54000091552734,121.62873840332031,76229200,APPLE
2021-06-04,124.06999969482422,126.16000366210938,123.8499984741211,125.88999938964844,123.94237518310547,75169300,APPLE
2021-06-07,126.16999816894531,126.31999969482422,124.83000183105469,125.9000015258789,123.95222473144531,71057600,APPLE
2021-06-08,126.5999984741211,128.4600067138672,126.20999908447266,126.73999786376953,124.77923583984375,74403800,APPLE
2021-06-09,127.20999908447266,127.75,126.5199966430664,127.12999725341797,125.1632080078125,56877900,APPLE
2021-06-10,127.0199966430664,128.19000244140625,125.94000244140625,126.11000061035156,124.15897369384766,71186400,APPLE
2021-06-11,126.52999877929688,127.44000244140625,126.0999984741211,127.3499984741211,125.3797836303711,53522400,APPLE
2021-06-14,127.81999969482422,130.5399932861328,127.06999969482422,130.47999572753906,128.46136474609375,96906500,APPLE
2021-06-15,129.94000244140625,130.60000610351562,129.38999938964844,129.63999938964844,127.63438415527344,62746300,APPLE
2021-06-16,130.3699951171875,130.88999938964844,128.4600067138672,130.14999389648438,128.136474609375,91815000,APPLE
2021-06-17,129.8000030517578,132.5500030517578,129.64999389648438,131.7899932861328,129.7510986328125,96721700,APPLE
2021-06-18,130.7100067138672,131.50999450683594,130.24000549316406,130.4600067138672,128.4416961669922,108953300,APPLE
2021-06-21,130.3000030517578,132.41000366210938,129.2100067138672,132.3000030517578,130.2532196044922,79663300,APPLE
2021-06-22,132.1300048828125,134.0800018310547,131.6199951171875,133.97999572753906,131.90719604492188,74783600,APPLE
2021-06-23,133.77000427246094,134.32000732421875,133.22999572753906,133.6999969482422,131.6315460205078,60214200,APPLE
2021-06-24,134.4499969482422,134.63999938964844,132.92999267578125,133.41000366210938,131.34605407714844,68711000,APPLE
2021-06-25,133.4600067138672,133.88999938964844,132.80999755859375,133.11000061035156,131.0506591796875,70783700,APPLE
2021-06-28,133.41000366210938,135.25,133.35000610351562,134.77999877929688,132.69482421875,62111300,APPLE
2021-06-29,134.8000030517578,136.49000549316406,134.35000610351562,136.3300018310547,134.2208709716797,64556100,APPLE
2021-06-30,136.1699981689453,137.41000366210938,135.8699951171875,136.9600067138672,134.84112548828125,63261400,APPLE
2021-07-01,136.60000610351562,137.3300018310547,135.75999450683594,137.27000427246094,135.1463165283203,52485800,APPLE
